Region;Tissue;Lectin;File;Threshold;H_Score;Total_Pos_Pct;Weak_Pct;Mod_Pct;Strong_Pct;Mean_OD
ALSANCAK;GONAD;SNA;Image_34956.jpg;0,3;6,95;5,42;4,1;1,12;0,2;0,3606
ALSANCAK;GONAD;SNA;Image_34942.jpg;0,22;24,5;23,08;21,84;1,08;0,17;0,274
ALSANCAK;GONAD;SNA;Image_34942.jpg;0,28;8,19;6,78;5,53;1,08;0,17;0,339
ALSANCAK;GONAD;SNA;Image_34942.jpg;0,3;5,48;4,07;2,82;1,08;0,17;0,3721
ALSANCAK;GONAD;SNA;Image_34954.jpg;0,22;10,62;10,12;9,75;0,24;0,13;0,2693
ALSANCAK;GONAD;SNA;Image_34954.jpg;0,28;2,47;1,96;1,59;0,24;0,13;0,3778
ALSANCAK;GONAD;SNA;Image_34954.jpg;0,3;1,61;1,11;0,74;0,24;0,13;0,4462
ALSANCAK;GONAD;SNA;Image_34940.jpg;0,22;14,86;13,45;12,31;0,86;0,28;0,2829
ALSANCAK;GONAD;SNA;Image_34940.jpg;0,28;5,64;4,22;3,09;0,86;0,28;0,3644
ALSANCAK;GONAD;SNA;Image_34940.jpg;0,3;4,16;2,75;1,61;0,86;0,28;0,4048
ALSANCAK;GONAD;SNA;Image_34941.jpg;0,22;8,48;7,77;7,19;0,44;0,13;0,2677
ALSANCAK;GONAD;SNA;Image_34941.jpg;0,28;1,76;1,05;0,47;0,44;0,13;0,4698
ALSANCAK;GONAD;SNA;Image_34941.jpg;0,3;1,54;0,83;0,26;0,44;0,13;0,5162
ALSANCAK;GONAD;SNA;Image_34955.jpg;0,22;22,48;21,7;21,06;0,51;0,13;0,2628
ALSANCAK;GONAD;SNA;Image_34955.jpg;0,28;4,81;4,03;3,39;0,51;0,13;0,3469
ALSANCAK;GONAD;SNA;Image_34955.jpg;0,3;3,0;2,22;1,58;0,51;0,13;0,3943
ALSANCAK;GONAD;WGA;Image_34958.jpg;0,22;56,92;44,07;33,7;7,88;2,49;0,3421
ALSANCAK;GONAD;WGA;Image_34958.jpg;0,28;38,2;25,35;14,98;7,88;2,49;0,4106
ALSANCAK;GONAD;WGA;Image_34958.jpg;0,3;32,98;20,12;9,75;7,88;2,49;0,442
ALSANCAK;GONAD;WGA;Image_34970.jpg;0,22;73,39;45,53;24,43;14,34;6,76;0,369
ALSANCAK;GONAD;WGA;Image_34970.jpg;0,28;60,2;32,34;11,24;14,34;6,76;0,4181
ALSANCAK;GONAD;WGA;Image_34970.jpg;0,3;56,56;28,7;7,6;14,34;6,76;0,4343
ALSANCAK;GONAD;WGA;Image_34964.jpg;0,22;63,95;46,98;31,89;13,21;1,88;0,3278
ALSANCAK;GONAD;WGA;Image_34964.jpg;0,28;47,02;30,05;14,96;13,21;1,88;0,3721
ALSANCAK;GONAD;WGA;Image_34964.jpg;0,3;42,1;25,13;10,04;13,21;1,88;0,3882
ALSANCAK;GONAD;WGA;Image_34965.jpg;0,22;90,84;61,29;34,95;23,11;3,22;0,3466
ALSANCAK;GONAD;WGA;Image_34965.jpg;0,28;74,53;44,98;18,65;23,11;3,22;0,3818
ALSANCAK;GONAD;WGA;Image_34965.jpg;0,3;69,16;39,61;13,27;23,11;3,22;0,3943
ALSANCAK;GONAD;WGA;Image_34971.jpg;0,22;74,75;46,86;25,4;15,02;6,44;0,3666
ALSANCAK;GONAD;WGA;Image_34971.jpg;0,28;61,75;33,86;12,4;15,02;6,44;0,4117
ALSANCAK;GONAD;WGA;Image_34971.jpg;0,3;57,87;29,97;8,52;15,02;6,44;0,4275
ALSANCAK;GONAD;WGA;Image_34959.jpg;0,22;53,35;37,29;23,16;12,19;1,94;0,3393
ALSANCAK;GONAD;WGA;Image_34959.jpg;0,28;41,53;25,46;11,33;12,19;1,94;0,3811
ALSANCAK;GONAD;WGA;Image_34959.jpg;0,3;37,95;21,88;7,75;12,19;1,94;0,396
ALSANCAK;GONAD;WGA;Image_34967.jpg;0,22;83,3;51,63;25,26;21,05;5,31;0,3666
ALSANCAK;GONAD;WGA;Image_34967.jpg;0,28;71,28;39,6;13,24;21,05;5,31;0,4021
ALSANCAK;GONAD;WGA;Image_34967.jpg;0,3;67,44;35,77;9,41;21,05;5,31;0,4141
ALSANCAK;GONAD;WGA;Image_34973.jpg;0,22;101,48;64,05;33,14;24,4;6,51;0,3642
ALSANCAK;GONAD;WGA;Image_34973.jpg;0,28;86,6;49,17;18,26;24,4;6,51;0,3986
ALSANCAK;GONAD;WGA;Image_34973.jpg;0,3;81,29;43,87;12,96;24,4;6,51;0,4118
ALSANCAK;GONAD;WGA;Image_34972.jpg;0,22;107,16;62,25;27,89;23,82;10,54;0,3867
ALSANCAK;GONAD;WGA;Image_34972.jpg;0,28;94,19;49,28;14,92;23,82;10,54;0,4227
ALSANCAK;GONAD;WGA;Image_34972.jpg;0,3;89,84;44,93;10,57;23,82;10,54;0,4355
ALSANCAK;GONAD;WGA;Image_34966.jpg;0,22;55,41;36,91;20,62;14,1;2,2;0,3501
ALSANCAK;GONAD;WGA;Image_34966.jpg;0,28;45,17;26,67;10,37;14,1;2,2;0,3887
ALSANCAK;GONAD;WGA;Image_34966.jpg;0,3;42,04;23,55;7,25;14,1;2,2;0,4018
ALSANCAK;GONAD;WGA;Image_34962.jpg;0,22;122,54;80,25;43,14;31,93;5,18;0,3546
ALSANCAK;GONAD;WGA;Image_34962.jpg;0,28;104,45;62,16;25,05;31,93;5,18;0,3845
ALSANCAK;GONAD;WGA;Image_34962.jpg;0,3;97,43;55,14;18,03;31,93;5,18;0,3966
ALSANCAK;GONAD;WGA;Image_34963.jpg;0,22;66,51;45,0;26,28;15,93;2,79;0,3461
ALSANCAK;GONAD;WGA;Image_34963.jpg;0,28;53,19;31,67;12,96;15,93;2,79;0,3867
ALSANCAK;GONAD;WGA;Image_34963.jpg;0,3;49,11;27,6;8,88;15,93;2,79;0,401
ALSANCAK;GONAD;WGA;Image_34961.jpg;0,22;57,71;41,29;27,57;11,03;2,7;0,3361
ALSANCAK;GONAD;WGA;Image_34961.jpg;0,28;42,66;26,24;12,51;11,03;2,7;0,3862
ALSANCAK;GONAD;WGA;Image_34961.jpg;0,3;38,48;22,06;8,33;11,03;2,7;0,4045
ALSANCAK;GONAD;WGA;Image_34960.jpg;0,22;56,7;44,65;33,43;10,4;0,82;0,3146
ALSANCAK;GONAD;WGA;Image_34960.jpg;0,28;39,18;27,13;15,9;10,4;0,82;0,3565
ALSANCAK;GONAD;WGA;Image_34960.jpg;0,3;33,86;21,81;10,58;10,4;0,82;0,3728
ALSANCAK;GONAD;WGA;Image_34974.jpg;0,22;88,97;46,6;18,58;13,66;14,35;0,4201
ALSANCAK;GONAD;WGA;Image_34974.jpg;0,28;79,15;36,77;8,76;13,66;14,35;0,4659
ALSANCAK;GONAD;WGA;Image_34974.jpg;0,3;76,39;34,02;6,0;13,66;14,35;0,4801
ALSANCAK;GONAD;WGA;Image_34957.jpg;0,22;44,27;36,37;29,31;6,22;0,84;0,3037
ALSANCAK;GONAD;WGA;Image_34957.jpg;0,28;26,34;18,44;11,38;6,22;0,84;0,3576
ALSANCAK;GONAD;WGA;Image_34957.jpg;0,3;22,01;14,12;7,06;6,22;0,84;0,3784
ALSANCAK;GONAD;WGA;Image_34968.jpg;0,22;57,19;38,46;21,95;14,28;2,23;0,348
ALSANCAK;GONAD;WGA;Image_34968.jpg;0,28;46,46;27,73;11,22;14,28;2,23;0,3861
ALSANCAK;GONAD;WGA;Image_34968.jpg;0,3;43,06;24,33;7,82;14,28;2,23;0,3995
ALSANCAK;GONAD;WGA;Image_34969.jpg;0,22;66,42;45,31;27,77;13,94;3,59;0,3438
ALSANCAK;GONAD;WGA;Image_34969.jpg;0,28;51,39;30,27;12,74;13,94;3,59;0,391
ALSANCAK;GONAD;WGA;Image_34969.jpg;0,3;47,24;26,12;8,59;13,94;3,59;0,4071
ALSANCAK;GONAD;WGA;Image_34957copy.jpg;0,22;99,63;53,34;21,82;16,76;14,76;0,4582
ALSANCAK;GONAD;WGA;Image_34957copy.jpg;0,28;89,04;42,76;11,24;16,76;14,76;0,5098
ALSANCAK;GONAD;WGA;Image_34957copy.jpg;0,3;85,68;39,39;7,87;16,76;14,76;0,5286
ALSANCAK;GONAD;MAL;Image_34938.jpg;0,22;79,77;65,32;51,49;13,21;0,62;0,3085
ALSANCAK;GONAD;MAL;Image_34938.jpg;0,28;54,58;40,14;26,31;13,21;0,62;0,3444
ALSANCAK;GONAD;MAL;Image_34938.jpg;0,3;45,66;31,21;17,38;13,21;0,62;0,3599
ALSANCAK;GONAD;MAL;Image_34939.jpg;0,22;77,84;59,06;41,63;16,09;1,34;0,3225
ALSANCAK;GONAD;MAL;Image_34939.jpg;0,28;58,03;39,25;21,82;16,09;1,34;0,3585
ALSANCAK;GONAD;MAL;Image_34939.jpg;0,3;50,84;32,07;14,64;16,09;1,34;0,3738
ALSANCAK;GONAD;MAL;Image_34929.jpg;0,22;41,92;27,78;16,57;8,27;2,93;0,356
ALSANCAK;GONAD;MAL;Image_34929.jpg;0,28;33,52;19,38;8,17;8,27;2,93;0,4017
ALSANCAK;GONAD;MAL;Image_34929.jpg;0,3;30,77;16,63;5,42;8,27;2,93;0,4202
ALSANCAK;GONAD;MAL;Image_34928.jpg;0,22;48,18;42,64;37,35;5,04;0,25;0,2922
ALSANCAK;GONAD;MAL;Image_34928.jpg;0,28;26,57;21,04;15,74;5,04;0,25;0,3364
ALSANCAK;GONAD;MAL;Image_34928.jpg;0,3;20,74;15,2;9,91;5,04;0,25;0,3542
ALSANCAK;GONAD;MAL;Image_34923copy.jpg;0,22;96,92;60,56;32,3;20,16;8,1;0,3842
ALSANCAK;GONAD;MAL;Image_34923copy.jpg;0,28;81,59;45,23;16,96;20,16;8,1;0,4294
ALSANCAK;GONAD;MAL;Image_34923copy.jpg;0,3;76,42;40,06;11,8;20,16;8,1;0,4474
ALSANCAK;GONAD;MAL;Image_34932.jpg;0,22;61,87;50,22;38,9;11,0;0,32;0,3088
ALSANCAK;GONAD;MAL;Image_34932.jpg;0,28;41,53;29,89;18,56;11,0;0,32;0,3486
ALSANCAK;GONAD;MAL;Image_34932.jpg;0,3;35,29;23,64;12,32;11,0;0,32;0,3641
ALSANCAK;GONAD;MAL;Image_34926.jpg;0,22;35,84;31,8;28,0;3,55;0,24;0,2898
ALSANCAK;GONAD;MAL;Image_34926.jpg;0,28;18,24;14,2;10,41;3,55;0,24;0,3416
ALSANCAK;GONAD;MAL;Image_34926.jpg;0,3;14,2;10,16;6,37;3,55;0,24;0,3623
ALSANCAK;GONAD;MAL;Image_34927.jpg;0,22;55,64;48,16;41,54;5,77;0,85;0,2959
ALSANCAK;GONAD;MAL;Image_34927.jpg;0,28;30,42;22,95;16,33;5,77;0,85;0,3472
ALSANCAK;GONAD;MAL;Image_34927.jpg;0,3;23,94;16,47;9,85;5,77;0,85;0,3699
ALSANCAK;GONAD;MAL;Image_34933.jpg;0,22;66,46;58,46;50,67;7,6;0,2;0,2946
ALSANCAK;GONAD;MAL;Image_34933.jpg;0,28;38,86;30,87;23,07;7,6;0,2;0,3338
ALSANCAK;GONAD;MAL;Image_34933.jpg;0,3;30,29;22,29;14,5;7,6;0,2;0,3507
ALSANCAK;GONAD;MAL;Image_34925.jpg;0,22;45,47;41,6;37,98;3,38;0,24;0,2842
ALSANCAK;GONAD;MAL;Image_34925.jpg;0,28;21,56;17,69;14,07;3,38;0,24;0,3327
ALSANCAK;GONAD;MAL;Image_34925.jpg;0,3;15,87;12,0;8,38;3,38;0,24;0,3531
ALSANCAK;GONAD;MAL;Image_34931.jpg;0,22;76,76;55,12;34,42;19,77;0,94;0,3348
ALSANCAK;GONAD;MAL;Image_34931.jpg;0,28;62,36;40,72;20,01;19,77;0,94;0,3641
ALSANCAK;GONAD;MAL;Image_34931.jpg;0,3;56,57;34,93;14,23;19,77;0,94;0,3763
ALSANCAK;GONAD;MAL;Image_34930.jpg;0,22;22,25;17,99;13,95;3,82;0,22;0,308
ALSANCAK;GONAD;MAL;Image_34930.jpg;0,28;13,73;9,48;5,44;3,82;0,22;0,3624
ALSANCAK;GONAD;MAL;Image_34930.jpg;0,3;11,79;7,53;3,49;3,82;0,22;0,3811
ALSANCAK;GONAD;MAL;Image_34924.jpg;0,22;51,61;38,26;27,11;8,97;2,19;0,3304
ALSANCAK;GONAD;MAL;Image_34924.jpg;0,28;38,0;24,66;13,5;8,97;2,19;0,3742
ALSANCAK;GONAD;MAL;Image_34924.jpg;0,3;33,34;20,0;8,84;8,97;2,19;0,3939
ALSANCAK;GONAD;MAL;Image_34934.jpg;0,22;54,05;48,46;43,07;5,2;0,2;0,2882
ALSANCAK;GONAD;MAL;Image_34934.jpg;0,28;28,0;22,41;17,01;5,2;0,2;0,3338
ALSANCAK;GONAD;MAL;Image_34934.jpg;0,3;21,4;15,81;10,42;5,2;0,2;0,3522
ALSANCAK;GONAD;MAL;Image_34935.jpg;0,22;79,55;59,0;39,8;17,85;1,35;0,3256
ALSANCAK;GONAD;MAL;Image_34935.jpg;0,28;59,32;38,77;19,58;17,85;1,35;0,3652
ALSANCAK;GONAD;MAL;Image_34935.jpg;0,3;53,04;32,49;13,29;17,85;1,35;0,3798
ALSANCAK;GONAD;MAL;Image_34937.jpg;0,22;90,56;71,82;54,41;16,06;1,34;0,3164
ALSANCAK;GONAD;MAL;Image_34937.jpg;0,28;66,4;47,66;30,26;16,06;1,34;0,3489
ALSANCAK;GONAD;MAL;Image_34937.jpg;0,3;56,5;37,76;20,36;16,06;1,34;0,3643
ALSANCAK;GONAD;MAL;Image_34923.jpg;0,22;59,52;51,95;45,2;5,93;0,82;0,2927
ALSANCAK;GONAD;MAL;Image_34923.jpg;0,28;31,58;24,01;17,27;5,93;0,82;0,3438
ALSANCAK;GONAD;MAL;Image_34923.jpg;0,3;24,62;17,05;10,31;5,93;0,82;0,3659
ALSANCAK;GONAD;MAL;Image_34936.jpg;0,22;52,74;46,15;39,72;6,27;0,16;0,2931
ALSANCAK;GONAD;MAL;Image_34936.jpg;0,28;29,82;23,23;16,8;6,27;0,16;0,3367
ALSANCAK;GONAD;MAL;Image_34936.jpg;0,3;23,76;17,17;10,74;6,27;0,16;0,3533
PASAPORT;GENEL DOKU;SNA;Image_35111.jpg;0,22;23,42;22,83;22,37;0,33;0,13;0,2607
PASAPORT;GENEL DOKU;SNA;Image_35111.jpg;0,28;4,49;3,91;3,45;0,33;0,13;0,3436
PASAPORT;GENEL DOKU;SNA;Image_35111.jpg;0,3;2,46;1,87;1,41;0,33;0,13;0,4031
PASAPORT;GENEL DOKU;SNA;Image_35105.jpg;0,22;22,24;21,61;21,14;0,33;0,15;0,2609
PASAPORT;GENEL DOKU;SNA;Image_35105.jpg;0,28;4,18;3,55;3,08;0,33;0,15;0,3532
PASAPORT;GENEL DOKU;SNA;Image_35105.jpg;0,3;2,47;1,84;1,36;0,33;0,15;0,4132
PASAPORT;GENEL DOKU;SNA;Image_35104.jpg;0,22;18,63;18,2;17,91;0,14;0,14;0,2524
PASAPORT;GENEL DOKU;SNA;Image_35104.jpg;0,28;1,75;1,32;1,03;0,14;0,14;0,4251
PASAPORT;GENEL DOKU;SNA;Image_35104.jpg;0,3;1,1;0,67;0,39;0,14;0,14;0,5575
PASAPORT;GENEL DOKU;SNA;Image_35110.jpg;0,22;41,38;39,56;37,87;1,56;0,13;0,2698
PASAPORT;GENEL DOKU;SNA;Image_35110.jpg;0,28;13,23;11,4;9,72;1,56;0,13;0,3282
PASAPORT;GENEL DOKU;SNA;Image_35110.jpg;0,3;8,74;6,92;5,24;1,56;0,13;0,3534
PASAPORT;GENEL DOKU;SNA;Image_35099.jpg;0,22;18,82;18,45;18,18;0,16;0,11;0,2534
PASAPORT;GENEL DOKU;SNA;Image_35099.jpg;0,28;2,02;1,65;1,38;0,16;0,11;0,3827
PASAPORT;GENEL DOKU;SNA;Image_35099.jpg;0,3;1,13;0,75;0,48;0,16;0,11;0,4955
PASAPORT;GENEL DOKU;SNA;Image_35106.jpg;0,22;19,88;19,25;18,79;0,29;0,17;0,2566
PASAPORT;GENEL DOKU;SNA;Image_35106.jpg;0,28;2,6;1,97;1,51;0,29;0,17;0,3921
PASAPORT;GENEL DOKU;SNA;Image_35106.jpg;0,3;1,64;1,01;0,55;0,29;0,17;0,49
PASAPORT;GENEL DOKU;SNA;Image_35112.jpg;0,22;27,8;27,38;27,07;0,18;0,12;0,2624
PASAPORT;GENEL DOKU;SNA;Image_35112.jpg;0,28;5,75;5,33;5,02;0,18;0,12;0,3281
PASAPORT;GENEL DOKU;SNA;Image_35112.jpg;0,3;2,67;2,25;1,94;0,18;0,12;0,382
PASAPORT;GENEL DOKU;SNA;Image_35113.jpg;0,22;36,42;35,76;35,24;0,37;0,15;0,2618
PASAPORT;GENEL DOKU;SNA;Image_35113.jpg;0,28;7,74;7,08;6,56;0,37;0,15;0,326
PASAPORT;GENEL DOKU;SNA;Image_35113.jpg;0,3;3,99;3,33;2,81;0,37;0,15;0,3678
PASAPORT;GENEL DOKU;SNA;Image_35107.jpg;0,22;19,95;18,89;18,15;0,42;0,32;0,2631
PASAPORT;GENEL DOKU;SNA;Image_35107.jpg;0,28;3,85;2,79;2,06;0,42;0,32;0,3834
PASAPORT;GENEL DOKU;SNA;Image_35107.jpg;0,3;2,64;1,58;0,84;0,42;0,32;0,4563
PASAPORT;GENEL DOKU;SNA;Image_35098.jpg;0,22;14,09;13,66;13,37;0,17;0,13;0,2607
PASAPORT;GENEL DOKU;SNA;Image_35098.jpg;0,28;2,22;1,79;1,49;0,17;0,13;0,383
PASAPORT;GENEL DOKU;SNA;Image_35098.jpg;0,3;1,34;0,91;0,61;0,17;0,13;0,4737
PASAPORT;GENEL DOKU;SNA;Image_35103.jpg;0,22;22,29;21,52;20,91;0,44;0,17;0,2648
PASAPORT;GENEL DOKU;SNA;Image_35103.jpg;0,28;5,03;4,26;3,65;0,44;0,17;0,3486
PASAPORT;GENEL DOKU;SNA;Image_35103.jpg;0,3;3,11;2,34;1,73;0,44;0,17;0,3977
PASAPORT;GENEL DOKU;SNA;Image_35117.jpg;0,22;24,23;22,84;21,64;1,0;0,2;0,2716
PASAPORT;GENEL DOKU;SNA;Image_35117.jpg;0,28;7,82;6,42;5,23;1,0;0,2;0,3407
PASAPORT;GENEL DOKU;SNA;Image_35117.jpg;0,3;5,48;4,08;2,88;1,0;0,2;0,3702
PASAPORT;GENEL DOKU;SNA;Image_35116.jpg;0,22;6,97;6,58;6,31;0,14;0,12;0,2687
PASAPORT;GENEL DOKU;SNA;Image_35116.jpg;0,28;1,26;0,87;0,6;0,14;0,12;0,4612
PASAPORT;GENEL DOKU;SNA;Image_35116.jpg;0,3;0,93;0,54;0,27;0,14;0,12;0,5656
PASAPORT;GENEL DOKU;SNA;Image_35102.jpg;0,22;27,72;26,38;25,21;1,0;0,17;0,2653
PASAPORT;GENEL DOKU;SNA;Image_35102.jpg;0,28;7,02;5,69;4,52;1,0;0,17;0,3458
PASAPORT;GENEL DOKU;SNA;Image_35102.jpg;0,3;4,83;3,49;2,32;1,0;0,17;0,3816
PASAPORT;GENEL DOKU;SNA;Image_35114.jpg;0,22;8,73;8,11;7,69;0,22;0,2;0,2689
PASAPORT;GENEL DOKU;SNA;Image_35114.jpg;0,28;1,69;1,07;0,65;0,22;0,2;0,4597
PASAPORT;GENEL DOKU;SNA;Image_35114.jpg;0,3;1,31;0,69;0,27;0,22;0,2;0,5556
PASAPORT;GENEL DOKU;SNA;Image_35100.jpg;0,22;47,05;45,97;45,02;0,84;0,12;0,262
PASAPORT;GENEL DOKU;SNA;Image_35100.jpg;0,28;10,63;9,55;8,6;0,84;0,12;0,3226
PASAPORT;GENEL DOKU;SNA;Image_35100.jpg;0,3;5,8;4,73;3,77;0,84;0,12;0,357
PASAPORT;GENEL DOKU;SNA;Image_35101.jpg;0,22;20,13;19,09;18,21;0,71;0,16;0,2677
PASAPORT;GENEL DOKU;SNA;Image_35101.jpg;0,28;5,19;4,15;3,27;0,71;0,16;0,3542
PASAPORT;GENEL DOKU;SNA;Image_35101.jpg;0,3;3,5;2,46;1,58;0,71;0,16;0,3989
PASAPORT;GENEL DOKU;SNA;Image_35115.jpg;0,22;19,54;18,79;18,18;0,47;0,14;0,2681
PASAPORT;GENEL DOKU;SNA;Image_35115.jpg;0,28;5,18;4,43;3,82;0,47;0,14;0,3398
PASAPORT;GENEL DOKU;SNA;Image_35115.jpg;0,3;3,13;2,38;1,76;0,47;0,14;0,3838
PASAPORT;GENEL DOKU;SNA;Image_35118.jpg;0,22;7,82;7,09;6,45;0,54;0,1;0,2921
PASAPORT;GENEL DOKU;SNA;Image_35118.jpg;0,28;3,54;2,81;2,17;0,54;0,1;0,3599
PASAPORT;GENEL DOKU;SNA;Image_35118.jpg;0,3;2,6;1,87;1,23;0,54;0,1;0,3954
PASAPORT;GENEL DOKU;SNA;Image_35119.jpg;0,22;59,04;43,64;29,1;13,68;0,86;0,327
PASAPORT;GENEL DOKU;SNA;Image_35119.jpg;0,28;45,05;29,66;15,12;13,68;0,86;0,3633
PASAPORT;GENEL DOKU;SNA;Image_35119.jpg;0,3;40,46;25,07;10,53;13,68;0,86;0,3767
PASAPORT;GENEL DOKU;SNA;Image_35109.jpg;0,22;19,52;18,01;16,7;1,12;0,19;0,2782
PASAPORT;GENEL DOKU;SNA;Image_35109.jpg;0,28;7,24;5,74;4,43;1,12;0,19;0,349
PASAPORT;GENEL DOKU;SNA;Image_35109.jpg;0,3;5,3;3,79;2,48;1,12;0,19;0,3797
PASAPORT;GENEL DOKU;SNA;Image_35108.jpg;0,22;24,42;23,71;23,14;0,43;0,14;0,2638
PASAPORT;GENEL DOKU;SNA;Image_35108.jpg;0,28;5,76;5,05;4,48;0,43;0,14;0,334
PASAPORT;GENEL DOKU;SNA;Image_35108.jpg;0,3;3,35;2,65;2,08;0,43;0,14;0,3749
PASAPORT;GENEL DOKU;SNA;Image_35120.jpg;0,22;6,77;6,47;6,26;0,1;0,1;0,2682
PASAPORT;GENEL DOKU;SNA;Image_35120.jpg;0,28;1,15;0,84;0,64;0,1;0,1;0,4595
PASAPORT;GENEL DOKU;SNA;Image_35120.jpg;0,3;0,82;0,51;0,31;0,1;0,1;0,5697
PASAPORT;GENEL DOKU;MAL;Image_35071.jpg;0,22;8,45;8,11;7,86;0,14;0,1;0,2635
PASAPORT;GENEL DOKU;MAL;Image_35071.jpg;0,28;1,3;0,95;0,71;0,14;0,1;0,4324
PASAPORT;GENEL DOKU;MAL;Image_35071.jpg;0,3;0,89;0,55;0,3;0,14;0,1;0,5389
PASAPORT;GENEL DOKU;MAL;Image_35070.jpg;0,22;25,49;23,62;22,26;0,87;0,5;0,2704
PASAPORT;GENEL DOKU;MAL;Image_35070.jpg;0,28;6,61;4,75;3,38;0,87;0,5;0,3765
PASAPORT;GENEL DOKU;MAL;Image_35070.jpg;0,3;4,84;2,97;1,6;0,87;0,5;0,429
PASAPORT;GENEL DOKU;MAL;Image_35072.jpg;0,22;6,36;6,04;5,87;0,03;0,14;0,2655
PASAPORT;GENEL DOKU;MAL;Image_35072.jpg;0,28;0,77;0,45;0,27;0,03;0,14;0,6351
PASAPORT;GENEL DOKU;MAL;Image_35072.jpg;0,3;0,61;0,29;0,11;0,03;0,14;0,8277
PASAPORT;GENEL DOKU;MAL;Image_35073.jpg;0,22;11,73;11,28;10,97;0,17;0,14;0,2671
PASAPORT;GENEL DOKU;MAL;Image_35073.jpg;0,28;2,34;1,89;1,58;0,17;0,14;0,3905
PASAPORT;GENEL DOKU;MAL;Image_35073.jpg;0,3;1,48;1,03;0,72;0,17;0,14;0,4749
